,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
46,Keros Gia Dio,Keros Gia Dio,Afroditi Manou,1990-01-01,191000,0,0.768,0.586,0.432,5.73e-05,0.151,-13.147,0.0371,117.924,4
47,Gis Madiam,Keros Gia Dio,Afroditi Manou,1990-01-01,239955,0,0.462,0.311,0.362,0.0,0.101,-12.585,0.0397,103.551,4
48,Me To Kalokeri Malosa,Keros Gia Dio,Afroditi Manou,1990-01-01,272000,0,0.309,0.926,0.164,0.0,0.118,-14.109,0.0434,70.931,3
49,Ston Psihanaliti,Keros Gia Dio,Afroditi Manou,1990-01-01,228000,0,0.706,0.0548,0.563,0.0,0.0963,-11.18,0.0284,97.026,4
50,Karavi Kokkino,Keros Gia Dio,Afroditi Manou,1990-01-01,184000,0,0.37,0.534,0.285,0.0,0.133,-15.022,0.0351,150.391,3
51,Mia Paliokatina,Keros Gia Dio,Afroditi Manou,1990-01-01,227000,1,0.723,0.398,0.414,0.0,0.275,-11.632,0.0429,121.299,4
52,Amore Mio,Keros Gia Dio,Afroditi Manou,1990-01-01,213000,11,0.525,0.219,0.493,0.0,0.334,-12.295,0.0471,111.688,4
53,O Hronos Ine Krima,Keros Gia Dio,Afroditi Manou,1990-01-01,175000,0,0.468,0.376,0.417,0.0,0.346,-11.287,0.05,170.677,3
54,Arseniko,Keros Gia Dio,Afroditi Manou,1990-01-01,188000,0,0.719,0.325,0.651,0.000132,0.0987,-10.916,0.0446,94.629,4
55,To Milo,Keros Gia Dio,Afroditi Manou,1990-01-01,394000,0,0.353,0.842,0.128,0.0,0.122,-15.978,0.04,88.589,4
56,Piso Apo Ta Kathimerina,Apopeira,Afroditi Manou,1981-01-01,274946,0,0.567,0.301,0.539,1.93e-05,0.0745,-9.516,0.036,76.618,4
57,Me Mathimatiki Akriveia,Apopeira,Afroditi Manou,1981-01-01,219466,0,0.556,0.225,0.584,0.00166,0.309,-8.908,0.0298,90.956,4
58,Mesimeri Me Yposheseis,Apopeira,Afroditi Manou,1981-01-01,219413,0,0.465,0.813,0.27,0.000892,0.113,-12.714,0.0364,122.061,4
59,Mas Listepsan,Apopeira,Afroditi Manou,1981-01-01,164600,0,0.642,0.517,0.442,0.0,0.346,-9.265,0.0368,86.724,4
60,Apopeira,Apopeira,Afroditi Manou,1981-01-01,190800,0,0.638,0.219,0.565,0.287,0.106,-8.448,0.0244,123.353,4
61,Stegni Anoixi,Apopeira,Afroditi Manou,1981-01-01,252680,0,0.426,0.688,0.315,0.0059,0.226,-13.623,0.0326,104.31,3
62,O Isovitis,Apopeira,Afroditi Manou,1981-01-01,158280,0,0.434,0.923,0.31,0.00278,0.153,-9.378,0.0399,97.1,4
63,Hamilose,Apopeira,Afroditi Manou,1981-01-01,190146,0,0.592,0.487,0.554,0.00047,0.127,-7.594,0.0327,123.48,4
64,Meres Sto Iodio,Apopeira,Afroditi Manou,1981-01-01,165293,0,0.231,0.283,0.0666,0.00224,0.0886,-16.684,0.0385,99.001,3
65,O Trelos,Paron,Manolis Mitsias,2007-04-16,182026,8,0.607,0.784,0.54,0.0,0.0943,-7.973,0.0332,144.007,4
66,Se Mathane,Paron,Manolis Mitsias,2007-04-16,179613,2,0.568,0.791,0.39,0.0,0.104,-9.286,0.0326,121.993,3
67,Ama Perasi Touto Do,Paron,Manolis Mitsias,2007-04-16,194080,1,0.632,0.721,0.608,0.0,0.0834,-6.918,0.0334,81.132,4
68,Kinonia,Paron,Manolis Mitsias,2007-04-16,166546,1,0.583,0.686,0.406,0.0,0.243,-8.209,0.0352,118.184,3
69,Farmaki,Paron,Manolis Mitsias,2007-04-16,225240,1,0.582,0.765,0.468,1.17e-06,0.0883,-8.801,0.0316,148.403,4
70,To Idio Kani,Paron,Manolis Mitsias,2007-04-16,184360,1,0.446,0.763,0.611,0.0,0.104,-6.664,0.0397,112.423,4
71,I Zoi Mou Oli,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,166865,3,0.612,0.311,0.59,1.66e-05,0.377,-6.896,0.0528,144.084,3
72,Kai Ti Den Kano,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,201032,5,0.382,0.124,0.645,2.69e-05,0.298,-5.768,0.0353,86.663,3
73,Ante Na Perasei Mera,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,168437,2,0.571,0.633,0.653,0.0,0.106,-5.751,0.0369,145.938,3
74,Sto Stathmo Tou Monachou,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,193909,2,0.635,0.521,0.651,5.85e-05,0.437,-6.224,0.0289,146.115,3
75,Oi Misoi Kaloi,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,132363,2,0.617,0.368,0.668,0.0,0.457,-5.691,0.0453,145.141,3
76,Eida Ta Matia Sou Klamena,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,179931,6,0.683,0.211,0.742,2.52e-06,0.258,-5.754,0.03,125.957,4
77,Misos,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,210457,1,0.607,0.414,0.625,0.0,0.592,-5.324,0.0276,96.057,4
78,Itan Pseftika,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,120754,2,0.62,0.223,0.648,0.0,0.38,-5.996,0.03,142.667,4
79,Ta Oneira Chtizontai,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,206791,1,0.406,0.295,0.759,0.0,0.393,-4.759,0.0352,141.931,4
80,To Tholomeno Mou Mialo,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,115263,5,0.624,0.712,0.532,6.13e-05,0.0927,-6.162,0.0489,143.82,4
81,Den Thelo Ti Simponia Kanenos,Megaloi Dimiourgoi,Giorgos Marinis,2018-02-18,206158,3,0.649,0.161,0.822,0.000664,0.132,-6.003,0.0294,89.88,4
82,Otan Simani I Ora,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,181120,5,0.466,0.817,0.238,0.0,0.12,-13.279,0.0309,100.307,4
83,Pira Ap' To Heri Sou Nero,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,202493,5,0.665,0.757,0.577,4.83e-05,0.388,-11.873,0.033,88.453,4
84,Den Kleo Gia Tora,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,165880,8,0.408,0.804,0.358,0.0,0.138,-13.189,0.0357,84.254,3
85,Mira Mou Giati M' Afinis,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,166906,3,0.555,0.74,0.331,3.52e-06,0.102,-10.531,0.0339,121.473,3
86,I Pio Megali Ora,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,177706,8,0.679,0.896,0.317,2.85e-06,0.278,-11.407,0.057,79.503,4
87,Tha Kliso Ta Matia,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,152773,8,0.741,0.685,0.324,0.0,0.221,-10.667,0.0403,118.268,3
88,I Proti Diskoli Stigmi,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,164693,3,0.522,0.72,0.434,0.0,0.179,-12.499,0.0505,126.84,3
89,Tou Kosmou To Perigelo,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,138186,4,0.767,0.621,0.333,0.0,0.0831,-11.202,0.0391,135.914,4
90,Roloi Koboloi,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,180960,4,0.768,0.724,0.3,0.0,0.259,-11.258,0.0388,73.79,4
91,Giati Kale Gitonissa,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,189013,4,0.748,0.632,0.455,0.000202,0.0677,-11.312,0.0418,115.617,3
92,Pes Mou Pappou,I Megaliteres Epitihies Tou,Akis Panou,2001-10-30,295200,7,0.719,0.707,0.44,0.0,0.0897,-10.956,0.0389,125.436,4
93,Thelo Na Ta Po,Ta Hromata Tou Hronou II,George Dalaras,1999-11-29,130533,6,0.369,0.68,0.419,0.000146,0.428,-10.058,0.0347,145.216,4
94,Ipia Ta Hili Sou Ke Hanome,Krifa,Dimitris Mitropanos,2014-12-15,172993,8,0.551,0.327,0.666,0.0,0.103,-6.253,0.0297,136.663,4
95,Prin Tora Pada,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,219480,1,0.667,0.892,0.573,7.85e-05,0.148,-6.013,0.039,177.468,4
96,Thalassa Ti Mou 'His Kani,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,185434,0,0.432,0.777,0.489,1.11e-06,0.153,-6.048,0.0597,89.731,4
97,Afou Tha Figis,Apo Tous Thisavrous Ton 45 Strofon,Panos Gavalas,1994-10-13,180000,0,0.589,0.97,0.363,0.00146,0.144,-13.727,0.0362,123.527,4
98,Ego Kala Sou Ta 'Lega,Aftos ine o Stratos,Stratos Dionisiou,2021-01-29,159160,7,0.632,0.589,0.774,9.58e-05,0.0921,-4.641,0.038,146.14,3
99,Giati Den Irthes Tote,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,174013,0,0.681,0.789,0.64,0.000144,0.194,-3.786,0.0424,132.359,4
100,Toutos O Tafos - Remastered,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,163800,1,0.591,0.834,0.596,0.0,0.304,-7.524,0.0387,116.268,3
101,Harokopou 1942 - 1953 (Stis Parages) - Remastered,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,192533,5,0.702,0.69,0.569,1.76e-06,0.176,-6.256,0.0388,123.117,4
102,Mia Gineka,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,175640,1,0.76,0.603,0.681,1.09e-06,0.0675,-4.692,0.0346,80.785,4
103,Astin Na Figi,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,200466,0,0.57,0.841,0.478,0.000471,0.177,-7.533,0.028,112.992,4
104,Pligomeno Pouli,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,185520,0,0.606,0.814,0.445,3.2e-06,0.268,-6.796,0.0356,119.012,4
105,Eho Mia Varka Me Koupia,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,202853,0,0.635,0.716,0.711,0.0,0.275,-5.985,0.0388,129.293,5
106,I Zoi Pikrothalassa,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,204973,0,0.662,0.795,0.528,2.04e-05,0.337,-5.636,0.0328,140.915,4
107,Me Filia Meroni Mono,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,175760,0,0.66,0.777,0.598,0.0207,0.081,-4.641,0.0333,135.741,4
108,Ora Trelli,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,162320,0,0.517,0.395,0.607,3.48e-06,0.173,-8.312,0.0372,109.508,3
109,Tha Perasi Ki Afto,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,156386,0,0.424,0.823,0.41,3.74e-06,0.2,-5.248,0.0352,154.31,3
110,San Zevgarosoun Dio Kaimi,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,188386,0,0.8,0.566,0.588,1.56e-05,0.108,-6.037,0.0342,127.889,3
111,Tha Klapso Avrio,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,139253,5,0.678,0.563,0.548,0.0,0.293,-8.767,0.0295,97.26,4
112,Kardia Mou Gennithikes Poulaki,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,144746,0,0.682,0.822,0.552,6.9e-06,0.589,-6.01,0.0298,122.767,4
113,Giati;,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,161440,2,0.597,0.54,0.492,2.85e-05,0.243,-7.849,0.0296,109.711,3
114,Tipota,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,158440,1,0.716,0.774,0.781,6.13e-05,0.485,-4.103,0.0298,148.127,3
115,Olokliri Zoi,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,155893,0,0.676,0.268,0.608,3.65e-06,0.568,-8.475,0.0272,98.329,3
116,Trava Me Ta Nera Mou,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,165453,0,0.567,0.512,0.712,0.0,0.147,-5.497,0.0327,170.506,3
117,Tou Horismou I Ora,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,197613,0,0.442,0.788,0.714,4.85e-06,0.481,-4.61,0.066,98.149,4
118,Mia Vradia Katarameni,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,171306,1,0.587,0.976,0.521,0.00354,0.12,-5.548,0.0344,122.312,4
119,To Pedi Mou Apopse Pini,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,196373,0,0.569,0.801,0.767,5.46e-06,0.421,-5.415,0.0558,136.017,4
120,O Dromos Ine Dromos - Remastered,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,204586,3,0.721,0.794,0.634,0.0,0.154,-5.642,0.0502,111.954,4
121,Dos Mou Na Pio,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,192680,2,0.741,0.732,0.578,0.000163,0.295,-8.149,0.0354,73.793,4
122,Na Iha To Kouragio,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,204400,16,0.763,0.666,0.722,3.33e-05,0.149,-5.254,0.0312,92.246,4
123,Piretos - Live,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,177653,2,0.411,0.658,0.645,0.0,0.48,-6.747,0.0604,100.375,3
124,Den In' O Kosmos Filos Mou - Remastered 2005,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,158520,1,0.575,0.807,0.639,0.000122,0.0549,-6.167,0.0322,132.484,5
125,Kardia Mou Min Paraponiese - Remastered,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,154773,1,0.724,0.508,0.515,0.0,0.133,-6.811,0.0262,89.275,5
126,O Eaftos Mou - Remastered,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,183080,1,0.555,0.775,0.639,0.0,0.384,-6.002,0.0373,163.043,3
127,Anixe Petro - Remastered,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,264840,1,0.61,0.765,0.686,0.0,0.0704,-4.756,0.0392,155.322,4
128,Ke Tote S' Agapo,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,172320,0,0.631,0.897,0.685,0.000135,0.335,-5.181,0.0329,101.879,4
129,Horis Aftin,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,189760,1,0.5,0.704,0.641,1.15e-05,0.285,-5.823,0.03,129.906,4
130,Paranomi Agapi,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,197933,1,0.602,0.726,0.442,0.0,0.321,-5.048,0.0324,78.824,4
131,Oute Ah Den Tha Po,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,144533,1,0.564,0.809,0.746,0.0,0.101,-5.313,0.0292,152.937,4
132,Xanagennithika,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,193440,2,0.706,0.637,0.666,1.95e-06,0.0535,-8.149,0.0375,148.562,3
133,Dio Alithies,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,164866,1,0.518,0.393,0.553,0.0,0.154,-4.829,0.0268,102.33,3
134,Ximerose Kali Mou,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,171320,1,0.735,0.779,0.725,0.0,0.106,-4.967,0.0298,100.779,4
135,Aharistia,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,169920,0,0.593,0.663,0.531,0.0,0.356,-5.336,0.032,117.564,4
136,To Metro Tis Agapis,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,171826,0,0.736,0.837,0.545,0.0,0.0742,-6.109,0.0356,119.39,4
137,Oute Spitha Oute Lexi,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,160720,1,0.677,0.659,0.623,1.09e-06,0.133,-6.121,0.0368,154.132,4
138,Kita Me Sta Matia,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,219320,2,0.667,0.583,0.624,0.0,0.0982,-5.918,0.0553,103.84,4
139,Mi Katevis Sto Limani,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,205600,0,0.664,0.691,0.592,1.09e-05,0.117,-5.087,0.0305,94.211,4
140,Kati Paliodanika,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,141506,0,0.77,0.455,0.789,2.94e-06,0.239,-8.365,0.0411,80.793,5
141,Rimagmeni Gitonia,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,147640,0,0.577,0.708,0.53,4.64e-05,0.37,-6.933,0.033,120.515,4
142,Se Mia Xeni Kinonia,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,176773,0,0.639,0.487,0.512,7.2e-06,0.0792,-8.074,0.0264,87.772,5
143,O Roubis,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,201173,0,0.781,0.397,0.796,0.0,0.317,-6.92,0.0326,97.235,4
144,Ti Maistros Ti Vardaris,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,200440,0,0.601,0.713,0.807,2.22e-05,0.153,-5.447,0.0368,122.157,3
145,Den Iparhi Kanis,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,158146,2,0.653,0.877,0.444,0.000115,0.15,-7.088,0.0348,87.374,4
146,Ta Heria Tis Dropis,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,159533,1,0.633,0.851,0.482,0.0,0.118,-4.614,0.0416,74.773,4
147,To Giataki Mou,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,182093,0,0.68,0.771,0.789,6.69e-06,0.129,-2.967,0.0472,168.606,4
148,I Kikitsa,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,162226,1,0.747,0.728,0.749,0.0,0.0588,-5.387,0.0334,126.048,4
149,Ekina Pou Den Legode,O Kosmos O Dikos Mou - Akis Panou,Various Artists,2006-01-01,170760,0,0.751,0.836,0.49,3.36e-05,0.0837,-5.293,0.034,123.062,4
150,Erotas Ston Akalipto,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,206750,0,0.73,0.739,0.322,1.07e-05,0.103,-14.073,0.0288,106.025,4
151,Efiges,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,191803,0,0.597,0.873,0.336,0.0,0.113,-13.057,0.0447,126.018,4
152,"Nero, Fotia Ke Sinnefo",Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,231176,0,0.599,0.179,0.469,4.04e-06,0.104,-11.71,0.027,112.033,4
153,Fisai Allios Edo O Aeras,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,250416,0,0.317,0.858,0.336,0.000421,0.0993,-13.211,0.0405,52.85,4
154,Xenos Kaimos,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,288590,0,0.538,0.755,0.331,0.000302,0.207,-14.655,0.025,79.971,4
155,"Matia Glika Mou, Hili Orea",Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,200256,0,0.473,0.747,0.323,0.0,0.109,-13.588,0.099,108.357,5
156,Potami Mavro,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,238776,1,0.672,0.291,0.611,0.0,0.339,-10.093,0.0351,119.994,4
157,Horismenos Sta Dio,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,237310,0,0.565,0.848,0.213,0.0,0.108,-13.903,0.0428,114.771,4
158,Eparhia,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,205270,0,0.601,0.767,0.19,0.0,0.088,-14.534,0.0294,135.012,4
159,Antidoto,Fisai Allios Edo O Aeras,Alexandros Emmanouilidis,2007-03-01,190550,0,0.657,0.763,0.448,0.0,0.149,-11.315,0.043,95.03,4
